payment_id,user_id,biller_code,biller_name,pay_amount,currency_code,payment_date,payment_status,bill_category,account_number
BILL-00805,CUST-1071,ZAI-002,Zain Fiber,22027.21,SAR,04/06/2025 07:25,failed,telecom,98XXXXXXX3
BILL-00806,CUST-1068,SEC-002,Jeddah Electricity,10428.97,SAR,16/04/2025 23:02,success,utilities,53XXXXXXX2
BILL-00807,CUST-1136,ZAI-001,Zain Telecom,17392.29,SAR,13/05/2025 06:34,success,telecom,56XXXXXXX8
BILL-00808,CUST-1052,SEC-001,Saudi Electricity,19067.76,SAR,14/01/2025 06:22,success,utilities,43XXXXXXX7
BILL-00809,CUST-1021,MOB-002,Mobily Fiber,16750.73,SAR,29/05/2025 17:18,success,telecom,21XXXXXXX7
BILL-00810,CUST-1007,SEC-001,Saudi Electricity,1558.52,SAR,22/05/2025 10:38,success,utilities,85XXXXXXX3
BILL-00811,CUST-1106,ZAI-002,Zain Fiber,19757.03,SAR,25/06/2025 17:15,success,telecom,96XXXXXXX6
BILL-00812,CUST-1168,INS-003,Medgulf Insurance,20728.89,SAR,28/03/2025 15:01,success,insurance,76XXXXXXX4
BILL-00813,CUST-1143,MOB-002,Mobily Fiber,11952.53,SAR,16/03/2025 06:13,success,telecom,52XXXXXXX5
BILL-00814,CUST-1035,SEC-002,Jeddah Electricity,7459.09,SAR,02/04/2025 11:28,success,utilities,25XXXXXXX5
BILL-00815,CUST-1030,INS-001,Tawuniya Insurance,11306.31,SAR,08/05/2025 21:43,success,insurance,10XXXXXXX3
BILL-00816,CUST-1166,ZAI-001,Zain Telecom,10468.32,SAR,11/03/2025 03:26,success,telecom,92XXXXXXX7
BILL-00817,CUST-1047,VIS-001,MOI Traffic Fines,5588.22,SAR,10/05/2025 15:22,success,government,58XXXXXXX8
BILL-00818,CUST-1100,ZAI-001,Zain Telecom,11370.53,SAR,28/05/2025 21:30,failed,telecom,42XXXXXXX6
BILL-00819,CUST-1067,STC-001,STC Telecom,5878.26,SAR,01/03/2025 05:10,in_progress,telecom,84XXXXXXX9
BILL-00820,CUST-1147,SEC-002,Jeddah Electricity,15136.28,SAR,12/03/2025 03:32,success,utilities,89XXXXXXX6
BILL-00821,CUST-1061,GOV-003,Sadad Municipality,16426.15,SAR,03/05/2025 00:27,failed,government,31XXXXXXX3
BILL-00822,CUST-1013,VIS-001,MOI Traffic Fines,6568.54,SAR,07/01/2025 12:42,success,government,52XXXXXXX5
BILL-00823,CUST-1127,GOV-003,Sadad Municipality,8967.32,SAR,20/06/2025 03:56,success,government,99XXXXXXX4
BILL-00824,CUST-1170,STC-001,STC Telecom,1724.85,SAR,20/04/2025 04:01,success,telecom,93XXXXXXX8
BILL-00825,CUST-1198,EDU-002,KAUST Tuition,4130.32,SAR,28/03/2025 15:47,success,education,17XXXXXXX5
BILL-00826,CUST-1131,GOV-004,GOSI Contributions,8295.76,SAR,21/05/2025 07:59,success,government,28XXXXXXX9
BILL-00827,CUST-1017,WAT-002,Jeddah Water,19238.52,SAR,11/04/2025 12:41,failed,utilities,39XXXXXXX5
BILL-00828,CUST-1167,EDU-001,KSU University,5637.14,SAR,26/01/2025 12:37,failed,education,84XXXXXXX8
BILL-00829,CUST-1062,GOV-004,GOSI Contributions,7965.05,SAR,22/02/2025 11:46,success,government,32XXXXXXX5
BILL-00830,CUST-1040,EDU-002,KAUST Tuition,22427.55,SAR,30/05/2025 09:38,in_progress,education,43XXXXXXX9
BILL-00831,CUST-1002,GOV-002,MOI Passport Renewal,17479.52,SAR,11/04/2025 02:41,failed,government,77XXXXXXX7
BILL-00832,CUST-1186,EDU-002,KAUST Tuition,17788.36,SAR,19/04/2025 08:19,success,education,91XXXXXXX1
BILL-00833,CUST-1183,STC-002,STC Fiber,10029.20,SAR,22/06/2025 12:08,success,telecom,42XXXXXXX3
BILL-00834,CUST-1043,GOV-002,MOI Passport Renewal,10993.93,SAR,01/04/2025 08:41,success,government,23XXXXXXX2
BILL-00835,CUST-1115,GOV-004,GOSI Contributions,11416.19,SAR,04/04/2025 06:56,success,government,78XXXXXXX2
BILL-00836,CUST-1105,MOB-001,Mobily,20976.44,SAR,20/03/2025 09:10,in_progress,telecom,30XXXXXXX2
BILL-00837,CUST-1126,INS-001,Tawuniya Insurance,9467.69,SAR,02/04/2025 23:40,in_progress,insurance,20XXXXXXX4
BILL-00838,CUST-1136,MOB-002,Mobily Fiber,4957.27,SAR,26/02/2025 15:43,success,telecom,12XXXXXXX4
BILL-00839,CUST-1146,MOB-001,Mobily,9960.10,SAR,22/03/2025 15:51,success,telecom,25XXXXXXX7
BILL-00840,CUST-1080,GOV-003,Sadad Municipality,15442.79,SAR,16/04/2025 22:24,success,government,76XXXXXXX7
BILL-00841,CUST-1101,ZAI-001,Zain Telecom,23394.42,SAR,15/01/2025 18:10,success,telecom,74XXXXXXX3
BILL-00842,CUST-1080,STC-002,STC Fiber,14248.21,SAR,03/05/2025 04:08,success,telecom,90XXXXXXX3
BILL-00843,CUST-1066,MOB-002,Mobily Fiber,10135.35,SAR,22/06/2025 18:38,success,telecom,80XXXXXXX7
BILL-00844,CUST-1011,STC-002,STC Fiber,2584.94,SAR,13/06/2025 12:29,success,telecom,66XXXXXXX2
BILL-00845,CUST-1069,ZAI-002,Zain Fiber,16648.11,SAR,11/03/2025 18:29,success,telecom,68XXXXXXX3
BILL-00846,CUST-1117,GOV-004,GOSI Contributions,9280.80,SAR,03/02/2025 12:03,success,government,34XXXXXXX6
BILL-00847,CUST-1153,ZAI-002,Zain Fiber,1402.64,SAR,06/01/2025 00:40,success,telecom,89XXXXXXX4
BILL-00848,CUST-1195,WAT-001,National Water,5587.05,SAR,27/03/2025 17:25,success,utilities,40XXXXXXX5
BILL-00849,CUST-1069,GOV-001,Absher Gov Services,24890.79,SAR,03/04/2025 21:11,success,government,22XXXXXXX2
BILL-00850,CUST-1081,ZAI-002,Zain Fiber,24797.02,SAR,16/06/2025 12:12,success,telecom,33XXXXXXX2
BILL-00851,CUST-1029,VIS-001,MOI Traffic Fines,8347.85,SAR,28/03/2025 08:03,success,government,21XXXXXXX1
BILL-00852,CUST-1007,INS-003,Medgulf Insurance,11418.86,SAR,07/05/2025 19:56,success,insurance,64XXXXXXX4
BILL-00853,CUST-1054,MOB-001,Mobily,19838.94,SAR,17/03/2025 23:06,success,telecom,48XXXXXXX6
BILL-00854,CUST-1142,INS-001,Tawuniya Insurance,4849.26,SAR,22/06/2025 18:20,success,insurance,47XXXXXXX3
BILL-00855,CUST-1083,STC-001,STC Telecom,21384.86,SAR,12/03/2025 01:11,failed,telecom,41XXXXXXX4
BILL-00856,CUST-1189,ZAI-001,Zain Telecom,20388.38,SAR,18/01/2025 04:39,success,telecom,14XXXXXXX2
BILL-00857,CUST-1087,GOV-002,MOI Passport Renewal,17460.24,SAR,29/03/2025 14:31,success,government,51XXXXXXX2
BILL-00858,CUST-1149,VIS-001,MOI Traffic Fines,16721.43,SAR,11/03/2025 13:10,success,government,83XXXXXXX8
BILL-00859,CUST-1011,SEC-002,Jeddah Electricity,2404.94,SAR,06/06/2025 06:10,success,utilities,71XXXXXXX1
BILL-00860,CUST-1110,GOV-004,GOSI Contributions,16457.23,SAR,25/01/2025 10:57,success,government,57XXXXXXX9
BILL-00861,CUST-1048,SEC-001,Saudi Electricity,1697.67,SAR,21/02/2025 14:29,success,utilities,37XXXXXXX6
BILL-00862,CUST-1095,GOV-003,Sadad Municipality,20120.09,SAR,17/06/2025 19:36,success,government,34XXXXXXX7
BILL-00863,CUST-1158,ZAI-002,Zain Fiber,12902.54,SAR,06/06/2025 00:41,success,telecom,39XXXXXXX7
BILL-00864,CUST-1111,SEC-002,Jeddah Electricity,10498.43,SAR,15/06/2025 09:18,in_progress,utilities,48XXXXXXX5
BILL-00865,CUST-1080,VIS-001,MOI Traffic Fines,12706.28,SAR,23/01/2025 17:35,success,government,13XXXXXXX7
BILL-00866,CUST-1193,GOV-001,Absher Gov Services,19605.02,SAR,16/06/2025 21:15,success,government,67XXXXXXX4
BILL-00867,CUST-1036,STC-001,STC Telecom,9440.75,SAR,18/05/2025 19:26,success,telecom,12XXXXXXX5
BILL-00868,CUST-1149,GOV-002,MOI Passport Renewal,3691.87,SAR,29/04/2025 09:59,success,government,27XXXXXXX2
BILL-00869,CUST-1158,ZAI-001,Zain Telecom,6677.25,SAR,21/02/2025 00:00,success,telecom,37XXXXXXX6
BILL-00870,CUST-1111,EDU-002,KAUST Tuition,16600.95,SAR,16/04/2025 03:32,success,education,31XXXXXXX1
BILL-00871,CUST-1149,INS-001,Tawuniya Insurance,12578.42,SAR,27/01/2025 02:18,success,insurance,25XXXXXXX2
BILL-00872,CUST-1005,INS-001,Tawuniya Insurance,12802.25,SAR,21/05/2025 10:48,success,insurance,85XXXXXXX9
BILL-00873,CUST-1151,EDU-002,KAUST Tuition,22010.91,SAR,28/06/2025 00:25,success,education,15XXXXXXX2
BILL-00874,CUST-1001,WAT-002,Jeddah Water,15551.42,SAR,27/02/2025 21:05,success,utilities,72XXXXXXX7
BILL-00875,CUST-1112,GOV-004,GOSI Contributions,24690.70,SAR,12/01/2025 19:51,success,government,90XXXXXXX7
BILL-00876,CUST-1009,SEC-002,Jeddah Electricity,977.09,SAR,22/05/2025 05:53,success,utilities,13XXXXXXX1
BILL-00877,CUST-1175,EDU-001,KSU University,21757.53,SAR,12/04/2025 03:09,failed,education,12XXXXXXX2
BILL-00878,CUST-1197,INS-001,Tawuniya Insurance,2984.67,SAR,18/06/2025 18:40,success,insurance,45XXXXXXX4
BILL-00879,CUST-1107,STC-001,STC Telecom,22895.04,SAR,06/04/2025 20:20,success,telecom,43XXXXXXX4
BILL-00880,CUST-1027,MOB-001,Mobily,3014.93,SAR,08/03/2025 19:18,success,telecom,44XXXXXXX6
BILL-00881,CUST-1162,EDU-002,KAUST Tuition,3273.07,SAR,16/01/2025 22:09,success,education,97XXXXXXX8
BILL-00882,CUST-1189,MOB-001,Mobily,14917.97,SAR,13/06/2025 14:06,success,telecom,89XXXXXXX1
BILL-00883,CUST-1018,SEC-002,Jeddah Electricity,9497.40,SAR,13/01/2025 18:28,success,utilities,72XXXXXXX7
BILL-00884,CUST-1180,VIS-001,MOI Traffic Fines,3242.59,SAR,26/06/2025 11:10,success,government,57XXXXXXX5
BILL-00885,CUST-1163,INS-001,Tawuniya Insurance,19659.75,SAR,05/01/2025 20:46,success,insurance,82XXXXXXX1
BILL-00886,CUST-1108,ZAI-002,Zain Fiber,364.46,SAR,27/05/2025 20:43,failed,telecom,20XXXXXXX6
BILL-00887,CUST-1056,INS-003,Medgulf Insurance,475.66,SAR,16/03/2025 18:14,success,insurance,47XXXXXXX4
BILL-00888,CUST-1077,WAT-002,Jeddah Water,15800.88,SAR,07/02/2025 23:36,success,utilities,93XXXXXXX5
BILL-00889,CUST-1127,INS-001,Tawuniya Insurance,3174.32,SAR,01/01/2025 13:53,success,insurance,84XXXXXXX7
BILL-00890,CUST-1030,WAT-002,Jeddah Water,4931.27,SAR,09/02/2025 02:52,success,utilities,90XXXXXXX1
BILL-00891,CUST-1057,ZAI-001,Zain Telecom,19864.82,SAR,08/03/2025 18:38,success,telecom,65XXXXXXX3
BILL-00892,CUST-1174,GOV-004,GOSI Contributions,13681.07,SAR,16/06/2025 16:42,success,government,81XXXXXXX9
BILL-00893,CUST-1077,EDU-002,KAUST Tuition,12399.00,SAR,21/02/2025 09:43,success,education,62XXXXXXX5
BILL-00894,CUST-1180,INS-002,Bupa Arabia,8084.52,SAR,19/01/2025 21:18,success,insurance,97XXXXXXX7
BILL-00895,CUST-1188,INS-001,Tawuniya Insurance,4095.51,SAR,24/02/2025 22:00,in_progress,insurance,14XXXXXXX6
BILL-00896,CUST-1164,STC-002,STC Fiber,18924.06,SAR,11/05/2025 12:45,success,telecom,47XXXXXXX2
BILL-00897,CUST-1164,VIS-001,MOI Traffic Fines,5141.17,SAR,08/02/2025 15:31,success,government,82XXXXXXX2
BILL-00898,CUST-1001,SEC-002,Jeddah Electricity,12839.50,SAR,31/05/2025 16:54,failed,utilities,84XXXXXXX2
BILL-00899,CUST-1102,GOV-003,Sadad Municipality,12452.90,SAR,14/05/2025 10:41,success,government,13XXXXXXX6
BILL-00900,CUST-1019,ZAI-002,Zain Fiber,22848.90,SAR,06/03/2025 12:29,success,telecom,96XXXXXXX9
BILL-00901,CUST-1136,SEC-001,Saudi Electricity,6547.50,SAR,06/02/2025 17:26,success,utilities,87XXXXXXX5
BILL-00902,CUST-1152,STC-001,STC Telecom,841.93,SAR,03/06/2025 23:11,success,telecom,75XXXXXXX9
BILL-00903,CUST-1037,INS-002,Bupa Arabia,19347.24,SAR,02/06/2025 23:04,success,insurance,79XXXXXXX6
BILL-00904,CUST-1132,INS-001,Tawuniya Insurance,15228.25,SAR,09/06/2025 00:19,success,insurance,79XXXXXXX1
BILL-00905,CUST-1123,STC-001,STC Telecom,5378.48,SAR,02/04/2025 13:18,success,telecom,36XXXXXXX2
BILL-00906,CUST-1014,WAT-002,Jeddah Water,24179.88,SAR,03/06/2025 10:11,success,utilities,81XXXXXXX7
BILL-00907,CUST-1165,GOV-002,MOI Passport Renewal,12996.06,SAR,09/02/2025 20:32,success,government,98XXXXXXX1
BILL-00908,CUST-1065,ZAI-002,Zain Fiber,11482.39,SAR,18/04/2025 00:51,success,telecom,19XXXXXXX4
BILL-00909,CUST-1006,VIS-001,MOI Traffic Fines,8743.15,SAR,07/05/2025 23:04,success,government,25XXXXXXX5
BILL-00910,CUST-1082,SEC-001,Saudi Electricity,18597.01,SAR,18/04/2025 11:44,failed,utilities,22XXXXXXX4
BILL-00911,CUST-1182,GOV-003,Sadad Municipality,1897.26,SAR,20/06/2025 14:45,success,government,14XXXXXXX1
BILL-00912,CUST-1071,ZAI-002,Zain Fiber,20498.29,SAR,01/03/2025 02:42,in_progress,telecom,94XXXXXXX2
BILL-00913,CUST-1198,GOV-001,Absher Gov Services,17058.41,SAR,10/05/2025 05:10,success,government,42XXXXXXX9
BILL-00914,CUST-1003,VIS-001,MOI Traffic Fines,7128.46,SAR,05/03/2025 04:16,success,government,31XXXXXXX6
BILL-00915,CUST-1064,VIS-001,MOI Traffic Fines,9645.05,SAR,04/03/2025 18:10,success,government,56XXXXXXX7
BILL-00916,CUST-1070,EDU-001,KSU University,2550.68,SAR,31/01/2025 04:03,success,education,94XXXXXXX9
BILL-00917,CUST-1016,WAT-001,National Water,22787.61,SAR,12/01/2025 08:53,failed,utilities,88XXXXXXX4
BILL-00918,CUST-1034,MOB-001,Mobily,8349.84,SAR,25/04/2025 08:04,success,telecom,42XXXXXXX2
BILL-00919,CUST-1111,MOB-001,Mobily,2789.30,SAR,21/06/2025 19:34,success,telecom,49XXXXXXX9
BILL-00920,CUST-1041,EDU-001,KSU University,18759.62,SAR,08/01/2025 08:05,in_progress,education,86XXXXXXX7
BILL-00921,CUST-1088,GOV-001,Absher Gov Services,23287.23,SAR,21/03/2025 20:55,success,government,19XXXXXXX3
BILL-00922,CUST-1100,INS-003,Medgulf Insurance,24905.97,SAR,20/04/2025 10:27,success,insurance,48XXXXXXX9
BILL-00923,CUST-1180,SEC-001,Saudi Electricity,71.11,SAR,13/01/2025 11:34,success,utilities,31XXXXXXX4
BILL-00924,CUST-1179,STC-001,STC Telecom,3086.00,SAR,30/03/2025 07:19,success,telecom,84XXXXXXX7
BILL-00925,CUST-1095,GOV-003,Sadad Municipality,16272.20,SAR,25/06/2025 20:47,success,government,41XXXXXXX3
BILL-00926,CUST-1141,INS-001,Tawuniya Insurance,9721.06,SAR,01/03/2025 16:43,success,insurance,22XXXXXXX5
BILL-00927,CUST-1079,GOV-002,MOI Passport Renewal,9842.21,SAR,02/02/2025 23:38,success,government,32XXXXXXX9
BILL-00928,CUST-1192,MOB-002,Mobily Fiber,6614.38,SAR,28/04/2025 01:01,success,telecom,92XXXXXXX1
BILL-00929,CUST-1052,ZAI-002,Zain Fiber,16856.35,SAR,16/06/2025 22:09,success,telecom,83XXXXXXX1
BILL-00930,CUST-1187,EDU-002,KAUST Tuition,9196.17,SAR,30/04/2025 08:59,success,education,44XXXXXXX3
BILL-00931,CUST-1165,WAT-001,National Water,10913.93,SAR,14/02/2025 22:33,success,utilities,60XXXXXXX3
BILL-00932,CUST-1115,MOB-002,Mobily Fiber,4498.71,SAR,06/01/2025 02:28,success,telecom,99XXXXXXX9
BILL-00933,CUST-1048,STC-002,STC Fiber,7184.98,SAR,29/06/2025 11:40,success,telecom,25XXXXXXX1
BILL-00934,CUST-1150,WAT-001,National Water,22911.05,SAR,27/06/2025 08:00,success,utilities,54XXXXXXX8
BILL-00935,CUST-1131,WAT-001,National Water,9343.82,SAR,07/03/2025 06:34,success,utilities,21XXXXXXX9
BILL-00936,CUST-1152,WAT-002,Jeddah Water,17961.62,SAR,03/06/2025 09:55,success,utilities,57XXXXXXX3
BILL-00937,CUST-1109,EDU-001,KSU University,6189.29,SAR,03/03/2025 15:20,success,education,27XXXXXXX3
BILL-00938,CUST-1124,INS-001,Tawuniya Insurance,3227.17,SAR,01/03/2025 07:39,in_progress,insurance,28XXXXXXX5
BILL-00939,CUST-1135,MOB-002,Mobily Fiber,23156.43,SAR,11/05/2025 02:24,success,telecom,31XXXXXXX9
BILL-00940,CUST-1170,ZAI-001,Zain Telecom,586.81,SAR,31/01/2025 01:57,failed,telecom,89XXXXXXX2
BILL-00941,CUST-1118,ZAI-001,Zain Telecom,9614.36,SAR,31/05/2025 11:26,in_progress,telecom,23XXXXXXX4
BILL-00942,CUST-1068,GOV-001,Absher Gov Services,842.96,SAR,02/05/2025 09:16,success,government,52XXXXXXX8
BILL-00943,CUST-1193,MOB-001,Mobily,24688.76,SAR,17/02/2025 10:10,success,telecom,23XXXXXXX5
BILL-00944,CUST-1196,GOV-003,Sadad Municipality,3451.22,SAR,14/03/2025 09:44,success,government,39XXXXXXX1
BILL-00945,CUST-1016,GOV-001,Absher Gov Services,7033.67,SAR,13/01/2025 16:31,success,government,38XXXXXXX1
BILL-00946,CUST-1030,MOB-001,Mobily,5293.07,SAR,24/02/2025 16:46,success,telecom,64XXXXXXX5
BILL-00947,CUST-1048,WAT-001,National Water,7067.86,SAR,01/04/2025 06:55,success,utilities,92XXXXXXX8
BILL-00948,CUST-1174,STC-001,STC Telecom,24113.99,SAR,14/03/2025 02:25,in_progress,telecom,52XXXXXXX3
BILL-00949,CUST-1035,MOB-002,Mobily Fiber,24145.33,SAR,05/01/2025 13:41,success,telecom,94XXXXXXX3
BILL-00950,CUST-1014,GOV-002,MOI Passport Renewal,14095.00,SAR,19/03/2025 13:48,success,government,89XXXXXXX8
BILL-00951,CUST-1150,ZAI-002,Zain Fiber,23414.99,SAR,16/05/2025 02:48,success,telecom,33XXXXXXX6
BILL-00952,CUST-1172,VIS-001,MOI Traffic Fines,10914.98,SAR,01/06/2025 10:01,success,government,49XXXXXXX2
BILL-00953,CUST-1055,WAT-002,Jeddah Water,410.05,SAR,28/03/2025 23:03,success,utilities,98XXXXXXX7
BILL-00954,CUST-1159,EDU-002,KAUST Tuition,9523.29,SAR,02/02/2025 14:26,failed,education,99XXXXXXX8
BILL-00955,CUST-1104,INS-001,Tawuniya Insurance,5463.71,SAR,21/03/2025 18:49,success,insurance,74XXXXXXX1
BILL-00956,CUST-1114,MOB-001,Mobily,22770.66,SAR,30/04/2025 14:33,success,telecom,46XXXXXXX8
BILL-00957,CUST-1013,WAT-002,Jeddah Water,15884.07,SAR,25/01/2025 21:09,success,utilities,15XXXXXXX2
BILL-00958,CUST-1037,MOB-002,Mobily Fiber,20368.63,SAR,02/01/2025 14:16,success,telecom,46XXXXXXX3
BILL-00959,CUST-1180,WAT-002,Jeddah Water,23300.09,SAR,21/05/2025 18:38,failed,utilities,38XXXXXXX4
BILL-00960,CUST-1184,GOV-001,Absher Gov Services,5275.46,SAR,18/04/2025 04:04,success,government,20XXXXXXX5
BILL-00961,CUST-1055,MOB-001,Mobily,10171.88,SAR,15/01/2025 10:38,in_progress,telecom,65XXXXXXX7
BILL-00962,CUST-1160,MOB-002,Mobily Fiber,7702.38,SAR,01/03/2025 16:34,success,telecom,62XXXXXXX8
BILL-00963,CUST-1125,MOB-001,Mobily,2822.33,SAR,13/04/2025 08:14,success,telecom,84XXXXXXX6
BILL-00964,CUST-1029,MOB-001,Mobily,9267.56,SAR,16/04/2025 20:35,success,telecom,68XXXXXXX3
BILL-00965,CUST-1150,SEC-001,Saudi Electricity,22839.77,SAR,07/04/2025 01:33,failed,utilities,25XXXXXXX6
BILL-00966,CUST-1095,ZAI-002,Zain Fiber,10031.24,SAR,05/02/2025 07:05,success,telecom,61XXXXXXX5
BILL-00967,CUST-1054,GOV-003,Sadad Municipality,21755.13,SAR,21/05/2025 13:37,success,government,48XXXXXXX6
BILL-00968,CUST-1138,GOV-002,MOI Passport Renewal,17788.74,SAR,24/05/2025 20:13,success,government,84XXXXXXX4
BILL-00969,CUST-1018,EDU-001,KSU University,11555.62,SAR,18/04/2025 01:48,success,education,73XXXXXXX6
BILL-00970,CUST-1133,STC-001,STC Telecom,8940.48,SAR,15/05/2025 16:56,success,telecom,68XXXXXXX2
BILL-00971,CUST-1128,ZAI-002,Zain Fiber,6472.78,SAR,01/03/2025 13:49,success,telecom,45XXXXXXX1
BILL-00972,CUST-1040,MOB-002,Mobily Fiber,20636.86,SAR,31/05/2025 06:28,success,telecom,75XXXXXXX5
BILL-00973,CUST-1071,GOV-002,MOI Passport Renewal,23431.26,SAR,27/03/2025 17:49,success,government,87XXXXXXX4
BILL-00974,CUST-1100,INS-003,Medgulf Insurance,23923.19,SAR,25/02/2025 15:37,in_progress,insurance,49XXXXXXX9
BILL-00975,CUST-1102,STC-002,STC Fiber,2940.28,SAR,15/04/2025 13:53,success,telecom,77XXXXXXX2
BILL-00976,CUST-1018,ZAI-002,Zain Fiber,4240.68,SAR,06/04/2025 02:32,success,telecom,66XXXXXXX4
BILL-00977,CUST-1115,STC-002,STC Fiber,7223.40,SAR,23/03/2025 02:15,in_progress,telecom,66XXXXXXX9
BILL-00978,CUST-1075,WAT-002,Jeddah Water,17514.02,SAR,31/03/2025 20:51,failed,utilities,40XXXXXXX4
BILL-00979,CUST-1163,MOB-001,Mobily,16023.68,SAR,11/06/2025 01:53,success,telecom,76XXXXXXX2
BILL-00980,CUST-1107,MOB-002,Mobily Fiber,8194.12,SAR,25/02/2025 07:43,success,telecom,25XXXXXXX4
BILL-00981,CUST-1071,WAT-002,Jeddah Water,8604.42,SAR,27/03/2025 02:05,success,utilities,86XXXXXXX8
BILL-00982,CUST-1008,STC-002,STC Fiber,15038.17,SAR,20/05/2025 15:38,success,telecom,17XXXXXXX8
BILL-00983,CUST-1165,SEC-001,Saudi Electricity,20814.79,SAR,03/05/2025 12:15,success,utilities,91XXXXXXX6
BILL-00984,CUST-1054,STC-001,STC Telecom,24775.54,SAR,14/01/2025 19:59,success,telecom,72XXXXXXX4
BILL-00985,CUST-1199,EDU-001,KSU University,2630.64,SAR,02/04/2025 09:52,success,education,32XXXXXXX6
BILL-00986,CUST-1045,MOB-001,Mobily,15966.90,SAR,22/04/2025 14:17,success,telecom,90XXXXXXX9
BILL-00987,CUST-1098,STC-002,STC Fiber,17274.04,SAR,20/02/2025 03:55,success,telecom,16XXXXXXX6
BILL-00988,CUST-1088,ZAI-001,Zain Telecom,8179.73,SAR,12/06/2025 18:10,success,telecom,23XXXXXXX8
BILL-00989,CUST-1074,GOV-004,GOSI Contributions,8896.56,SAR,04/03/2025 06:38,success,government,29XXXXXXX7
BILL-00990,CUST-1040,EDU-001,KSU University,5420.26,SAR,01/03/2025 18:28,in_progress,education,29XXXXXXX9
BILL-00991,CUST-1035,GOV-001,Absher Gov Services,616.18,SAR,25/01/2025 16:43,success,government,16XXXXXXX5
BILL-00992,CUST-1001,INS-003,Medgulf Insurance,7331.95,SAR,21/04/2025 20:17,success,insurance,61XXXXXXX1
BILL-00993,CUST-1042,GOV-003,Sadad Municipality,8527.87,SAR,19/05/2025 15:48,in_progress,government,17XXXXXXX2
BILL-00994,CUST-1072,ZAI-002,Zain Fiber,11546.68,SAR,10/01/2025 03:29,success,telecom,89XXXXXXX7
BILL-00995,CUST-1060,STC-002,STC Fiber,4276.76,SAR,07/01/2025 12:21,success,telecom,17XXXXXXX4
BILL-00996,CUST-1031,VIS-001,MOI Traffic Fines,8578.22,SAR,20/05/2025 22:34,success,government,89XXXXXXX4
BILL-00997,CUST-1016,WAT-002,Jeddah Water,18318.41,SAR,24/03/2025 00:52,success,utilities,54XXXXXXX1
BILL-00998,CUST-1146,GOV-003,Sadad Municipality,22762.25,SAR,23/01/2025 01:00,success,government,96XXXXXXX6
BILL-00999,CUST-1134,EDU-001,KSU University,6831.45,SAR,10/03/2025 04:53,success,education,26XXXXXXX4
BILL-01000,CUST-1065,VIS-001,MOI Traffic Fines,22676.52,SAR,15/01/2025 00:25,success,government,23XXXXXXX1
BILL-01001,CUST-1174,ZAI-001,Zain Telecom,853.85,SAR,21/04/2025 15:07,success,telecom,58XXXXXXX8
BILL-01002,CUST-1192,SEC-001,Saudi Electricity,7454.46,SAR,03/06/2025 07:13,success,utilities,62XXXXXXX3
BILL-01003,CUST-1048,MOB-001,Mobily,20916.77,SAR,24/01/2025 06:23,success,telecom,99XXXXXXX8
BILL-01004,CUST-1032,EDU-002,KAUST Tuition,9423.29,SAR,25/04/2025 14:43,success,education,32XXXXXXX7
BILL-01005,CUST-1087,ZAI-002,Zain Fiber,10774.48,SAR,15/02/2025 12:10,failed,telecom,20XXXXXXX5
BILL-01006,CUST-1055,EDU-001,KSU University,22473.12,SAR,04/02/2025 20:30,success,education,14XXXXXXX8
BILL-01007,CUST-1074,INS-001,Tawuniya Insurance,1989.78,SAR,13/05/2025 23:28,success,insurance,15XXXXXXX8
BILL-01008,CUST-1044,ZAI-001,Zain Telecom,3606.61,SAR,01/04/2025 15:21,success,telecom,42XXXXXXX6
BILL-01009,CUST-1146,INS-001,Tawuniya Insurance,18353.46,SAR,05/04/2025 11:53,success,insurance,47XXXXXXX3
BILL-01010,CUST-1187,GOV-003,Sadad Municipality,848.63,SAR,05/04/2025 09:36,failed,government,60XXXXXXX8
BILL-01011,CUST-1136,STC-002,STC Fiber,23886.59,SAR,25/06/2025 20:12,success,telecom,74XXXXXXX9
BILL-01012,CUST-1031,MOB-001,Mobily,1616.91,SAR,10/02/2025 02:53,success,telecom,14XXXXXXX6
BILL-01013,CUST-1176,VIS-001,MOI Traffic Fines,3781.08,SAR,10/02/2025 08:46,success,government,77XXXXXXX4
BILL-01014,CUST-1043,GOV-001,Absher Gov Services,5279.09,SAR,06/04/2025 21:15,success,government,52XXXXXXX1
BILL-01015,CUST-1074,ZAI-002,Zain Fiber,20052.16,SAR,19/03/2025 04:38,success,telecom,93XXXXXXX4
BILL-01016,CUST-1048,EDU-001,KSU University,6984.46,SAR,13/05/2025 06:55,success,education,88XXXXXXX7
BILL-01017,CUST-1065,INS-003,Medgulf Insurance,890.22,SAR,13/06/2025 22:26,success,insurance,24XXXXXXX3
BILL-01018,CUST-1027,GOV-003,Sadad Municipality,18105.96,SAR,13/03/2025 03:41,success,government,51XXXXXXX5
BILL-01019,CUST-1120,VIS-001,MOI Traffic Fines,6209.60,SAR,08/05/2025 21:42,success,government,85XXXXXXX8
BILL-01020,CUST-1034,MOB-001,Mobily,22201.33,SAR,27/02/2025 20:00,success,telecom,95XXXXXXX7
BILL-01021,CUST-1190,GOV-003,Sadad Municipality,15326.11,SAR,25/05/2025 12:32,success,government,14XXXXXXX5
BILL-01022,CUST-1172,GOV-003,Sadad Municipality,1844.69,SAR,29/01/2025 21:31,failed,government,88XXXXXXX7
