txn_id,card_number,customer_id,merchant_name,txn_amount,txn_currency,txn_timestamp,txn_status,card_type,mcc_code
TXN-00883,4532XXXX8074,CUST-1136,Panda Supermarket,7971.74,SAR,2025-03-10T16:57:30Z,approved,credit,5411
TXN-00884,4532XXXX7408,CUST-1070,Booking.com,12035.73,SAR,2025-02-19T13:59:20Z,approved,credit,7011
TXN-00885,4532XXXX9518,CUST-1173,Hunger Station,8832.92,SAR,2025-02-07T20:25:10Z,approved,credit,5812
TXN-00886,4532XXXX2113,CUST-1177,Tamimi Markets,163.62,SAR,2025-01-02T15:30:06Z,approved,debit,5411
TXN-00887,4532XXXX5641,CUST-1026,Makkah Hotel,6691.90,SAR,2025-02-12T14:33:15Z,approved,debit,7011
TXN-00888,4532XXXX4552,CUST-1009,STC Pay TopUp,857.94,SAR,2025-04-26T08:53:11Z,approved,credit,4814
TXN-00889,4532XXXX4027,CUST-1032,SABB ATM,9072.26,SAR,2025-03-15T00:05:35Z,approved,credit,6011
TXN-00890,4532XXXX8429,CUST-1048,Flynas Airline,9908.87,SAR,2025-01-15T16:51:13Z,approved,credit,3000
TXN-00891,4532XXXX2022,CUST-1110,Mobily Recharge,11712.07,SAR,2025-02-23T20:15:11Z,approved,debit,4814
TXN-00892,4532XXXX8218,CUST-1086,Amazon.sa,12192.95,SAR,2025-02-04T13:12:41Z,approved,credit,5311
TXN-00893,4532XXXX3357,CUST-1052,Riyadh Season,9684.02,SAR,2025-01-22T01:19:21Z,approved,credit,7922
TXN-00894,4532XXXX5243,CUST-1111,Spotify,1598.21,SAR,2025-03-27T17:55:11Z,approved,debit,4899
TXN-00895,4532XXXX1307,CUST-1019,Uber Rides,3762.69,SAR,2025-03-28T13:57:39Z,approved,debit,4121
TXN-00896,4532XXXX5365,CUST-1168,Ceer Motors,572.35,SAR,2025-03-17T19:47:11Z,approved,credit,5511
TXN-00897,4532XXXX9039,CUST-1085,Zara SA,7733.17,SAR,2025-05-30T17:04:36Z,approved,debit,5651
TXN-00898,4532XXXX8898,CUST-1104,Uber Rides,54.59,SAR,2025-05-14T20:11:25Z,approved,credit,4121
TXN-00899,4532XXXX2485,CUST-1138,Danube Online,4545.91,SAR,2025-01-11T17:13:32Z,approved,credit,5411
TXN-00900,4532XXXX4327,CUST-1088,Al Baik Restaurant,11407.99,USD,2025-02-26T07:18:19Z,approved,credit,5812
TXN-00901,4532XXXX2749,CUST-1011,Shell Petrol,4486.56,SAR,2025-03-17T18:01:11Z,declined,credit,5541
TXN-00902,4532XXXX4104,CUST-1092,Aramex Shipping,9493.71,SAR,2025-05-23T18:51:32Z,approved,debit,4215
TXN-00903,4532XXXX7369,CUST-1050,STC Pay TopUp,8896.22,SAR,2025-04-05T23:59:20Z,approved,credit,4814
TXN-00904,4532XXXX8361,CUST-1165,Alshaya Group,14474.48,SAR,2025-06-07T15:09:36Z,approved,debit,5311
TXN-00905,4532XXXX2936,CUST-1087,Amazon.sa,10816.57,SAR,2025-03-20T17:48:12Z,approved,credit,5311
TXN-00906,4532XXXX9791,CUST-1171,Makkah Hotel,10172.78,SAR,2025-06-19T18:19:31Z,approved,credit,7011
TXN-00907,4532XXXX9010,CUST-1149,IKEA Saudi,557.98,AED,2025-01-28T11:51:33Z,declined,debit,5712
TXN-00908,4532XXXX1235,CUST-1121,Riyadh Season,10520.95,SAR,2025-01-26T08:20:59Z,approved,credit,7922
TXN-00909,4532XXXX3796,CUST-1013,Alshaya Group,1463.90,USD,2025-04-29T16:31:08Z,approved,debit,5311
TXN-00910,4532XXXX2033,CUST-1028,SABB ATM,11988.63,SAR,2025-02-12T19:56:32Z,approved,debit,6011
TXN-00911,4532XXXX9943,CUST-1087,Zara SA,14637.92,SAR,2025-04-22T20:12:02Z,approved,debit,5651
TXN-00912,4532XXXX5487,CUST-1055,Panda Supermarket,5035.88,SAR,2025-01-24T10:42:53Z,approved,credit,5411
TXN-00913,4532XXXX4991,CUST-1107,Extra Electronics,8303.35,SAR,2025-03-27T04:18:33Z,approved,debit,5732
TXN-00914,4532XXXX3584,CUST-1035,Noon.com,9484.76,SAR,2025-03-15T00:53:51Z,approved,credit,5311
TXN-00915,4532XXXX5648,CUST-1021,Jarir Bookstore,13892.42,SAR,2025-05-18T05:39:10Z,approved,credit,5942
TXN-00916,4532XXXX5439,CUST-1198,Talabat Food,3096.37,SAR,2025-05-05T05:48:14Z,approved,debit,5812
TXN-00917,4532XXXX3949,CUST-1106,Hunger Station,9160.02,AED,2025-01-08T07:19:39Z,declined,credit,5812
TXN-00918,4532XXXX7861,CUST-1157,Al Baik Restaurant,11739.83,SAR,2025-03-09T13:06:54Z,approved,credit,5812
TXN-00919,4532XXXX6929,CUST-1061,Netflix,7955.33,SAR,2025-01-19T13:55:08Z,pending,credit,4899
TXN-00920,4532XXXX5528,CUST-1130,IKEA Saudi,9398.83,SAR,2025-02-10T09:51:24Z,approved,debit,5712
TXN-00921,4532XXXX9151,CUST-1029,Careem Rides,14528.76,SAR,2025-04-03T02:55:26Z,approved,debit,4121
TXN-00922,4532XXXX8121,CUST-1172,Panda Supermarket,5466.08,SAR,2025-02-10T16:45:32Z,approved,debit,5411
TXN-00923,4532XXXX9804,CUST-1158,Nana Grocery,11107.55,SAR,2025-06-29T14:09:58Z,approved,debit,5411
TXN-00924,4532XXXX8287,CUST-1008,Aramex Shipping,1067.54,SAR,2025-02-15T16:34:36Z,approved,credit,4215
TXN-00925,4532XXXX4769,CUST-1084,Starbucks SA,10154.40,SAR,2025-03-05T05:48:06Z,pending,debit,5814
TXN-00926,4532XXXX4276,CUST-1084,IKEA Saudi,11067.53,SAR,2025-06-18T21:57:50Z,approved,debit,5712
TXN-00927,4532XXXX3374,CUST-1019,Talabat Food,819.82,SAR,2025-03-26T15:16:42Z,approved,credit,5812
TXN-00928,4532XXXX4181,CUST-1117,Tamimi Markets,2050.39,SAR,2025-05-20T18:36:36Z,declined,debit,5411
TXN-00929,4532XXXX1977,CUST-1070,Netflix,486.26,SAR,2025-04-21T10:10:29Z,approved,debit,4899
TXN-00930,4532XXXX4602,CUST-1029,Nana Grocery,2572.16,SAR,2025-03-08T17:10:48Z,approved,credit,5411
TXN-00931,4532XXXX4763,CUST-1041,Ceer Motors,13584.14,EUR,2025-04-23T06:14:28Z,approved,debit,5511
TXN-00932,4532XXXX8581,CUST-1134,Aramex Shipping,3250.56,USD,2025-04-02T22:37:07Z,approved,debit,4215
TXN-00933,4532XXXX8114,CUST-1187,H&M Saudi,3703.58,SAR,2025-03-05T13:18:34Z,approved,debit,5651
TXN-00934,4532XXXX1724,CUST-1152,Careem Rides,13474.29,AED,2025-03-23T02:57:28Z,approved,credit,4121
TXN-00935,4532XXXX2605,CUST-1188,Al Rajhi ATM,7969.17,SAR,2025-04-04T01:33:25Z,approved,credit,6011
TXN-00936,4532XXXX7662,CUST-1062,Al Baik Restaurant,191.28,SAR,2025-05-23T02:22:16Z,approved,debit,5812
TXN-00937,4532XXXX8860,CUST-1092,Apple Store,14984.28,SAR,2025-01-04T02:14:23Z,declined,debit,5045
TXN-00938,4532XXXX8452,CUST-1042,Nana Grocery,11210.56,USD,2025-01-05T17:46:30Z,approved,credit,5411
TXN-00939,4532XXXX8607,CUST-1036,Zara SA,13073.92,SAR,2025-05-02T17:09:02Z,declined,credit,5651
TXN-00940,4532XXXX9698,CUST-1001,Ceer Motors,13402.05,SAR,2025-03-06T15:27:18Z,approved,debit,5511
TXN-00941,4532XXXX4393,CUST-1110,Lulu Hypermarket,9189.46,SAR,2025-04-22T16:45:47Z,declined,debit,5411
TXN-00942,4532XXXX6963,CUST-1159,Booking.com,826.90,SAR,2025-06-26T16:55:35Z,approved,debit,7011
TXN-00943,4532XXXX3871,CUST-1099,Saudi Airlines,617.91,SAR,2025-03-13T03:42:05Z,declined,credit,3000
TXN-00944,4532XXXX6487,CUST-1181,Uber Rides,11604.76,SAR,2025-01-27T21:01:04Z,approved,credit,4121
TXN-00945,4532XXXX4437,CUST-1030,Tawuniya Insurance,14087.52,SAR,2025-04-23T15:33:08Z,pending,credit,6300
TXN-00946,4532XXXX7929,CUST-1195,IKEA Saudi,13469.51,SAR,2025-04-08T18:47:15Z,approved,debit,5712
TXN-00947,4532XXXX3010,CUST-1017,Saudi Airlines,7295.97,SAR,2025-04-13T06:31:07Z,approved,credit,3000
TXN-00948,4532XXXX2075,CUST-1137,Zain Telecom,6782.42,USD,2025-03-13T11:41:02Z,approved,debit,4814
TXN-00949,4532XXXX2791,CUST-1023,Al Baik Restaurant,2686.28,SAR,2025-01-15T22:36:01Z,approved,debit,5812
TXN-00950,4532XXXX1371,CUST-1029,Careem Rides,13125.52,SAR,2025-04-12T02:34:48Z,approved,debit,4121
TXN-00951,4532XXXX8272,CUST-1175,Zain Telecom,7111.20,AED,2025-03-23T13:56:51Z,pending,credit,4814
TXN-00952,4532XXXX4806,CUST-1006,Apple Store,335.44,SAR,2025-06-05T17:32:24Z,approved,credit,5045
TXN-00953,4532XXXX6346,CUST-1086,Starbucks SA,9838.13,SAR,2025-06-02T18:52:02Z,approved,credit,5814
TXN-00954,4532XXXX3161,CUST-1171,Makkah Hotel,6681.62,USD,2025-03-01T01:07:35Z,approved,debit,7011
TXN-00955,4532XXXX1775,CUST-1067,IKEA Saudi,14561.01,SAR,2025-05-30T11:17:37Z,approved,debit,5712
TXN-00956,4532XXXX9770,CUST-1073,Nana Grocery,9281.36,EUR,2025-02-01T05:20:06Z,approved,debit,5411
TXN-00957,4532XXXX3072,CUST-1045,Careem Rides,1758.18,SAR,2025-03-03T11:35:00Z,approved,debit,4121
TXN-00958,4532XXXX6192,CUST-1095,Tamimi Markets,10608.48,SAR,2025-05-10T05:42:11Z,approved,debit,5411
TXN-00959,4532XXXX2990,CUST-1096,Nahdi Pharmacy,2443.15,SAR,2025-02-28T13:22:13Z,approved,debit,5912
TXN-00960,4532XXXX1070,CUST-1128,Careem Rides,13917.53,AED,2025-01-31T07:15:39Z,pending,credit,4121
TXN-00961,4532XXXX5748,CUST-1130,Booking.com,4436.88,SAR,2025-06-23T23:33:27Z,pending,credit,7011
TXN-00962,4532XXXX8243,CUST-1171,Careem Rides,10929.51,SAR,2025-06-29T02:11:33Z,approved,credit,4121
TXN-00963,4532XXXX2914,CUST-1029,Talabat Food,2095.65,AED,2025-04-17T23:39:34Z,approved,debit,5812
TXN-00964,4532XXXX6347,CUST-1103,Riyadh Season,6692.36,USD,2025-01-18T22:59:35Z,approved,credit,7922
TXN-00965,4532XXXX5553,CUST-1165,Netflix,3336.05,SAR,2025-05-29T22:55:20Z,approved,debit,4899
TXN-00966,4532XXXX9385,CUST-1022,Zain Telecom,10157.57,USD,2025-01-17T23:12:21Z,approved,debit,4814
TXN-00967,4532XXXX6915,CUST-1126,Mobily Recharge,7675.78,SAR,2025-01-11T21:12:02Z,approved,debit,4814
TXN-00968,4532XXXX6651,CUST-1184,H&M Saudi,5595.60,SAR,2025-02-25T06:34:00Z,approved,debit,5651
TXN-00969,4532XXXX7809,CUST-1115,PlayStation Store,10919.16,SAR,2025-03-28T06:13:00Z,approved,debit,5816
TXN-00970,4532XXXX2410,CUST-1042,H&M Saudi,6215.84,SAR,2025-06-12T05:45:57Z,approved,debit,5651
TXN-00971,4532XXXX2083,CUST-1078,Talabat Food,7881.89,GBP,2025-03-07T03:09:19Z,approved,credit,5812
TXN-00972,4532XXXX7791,CUST-1097,Al Baik Restaurant,9583.90,SAR,2025-02-23T01:48:17Z,approved,credit,5812
TXN-00973,4532XXXX7254,CUST-1119,Shein SA,2058.22,SAR,2025-02-06T02:51:09Z,approved,credit,5311
TXN-00974,4532XXXX5979,CUST-1126,Panda Supermarket,4533.38,USD,2025-04-24T15:16:05Z,approved,credit,5411
TXN-00975,4532XXXX5303,CUST-1190,Nana Grocery,11869.34,SAR,2025-01-30T21:48:13Z,approved,credit,5411
TXN-00976,4532XXXX7834,CUST-1163,Talabat Food,9990.37,SAR,2025-02-25T20:43:41Z,approved,credit,5812
TXN-00977,4532XXXX9078,CUST-1177,Tawuniya Insurance,1794.72,SAR,2025-02-23T19:55:30Z,approved,credit,6300
TXN-00978,4532XXXX5225,CUST-1191,Saudi Airlines,8485.79,SAR,2025-06-18T14:47:07Z,declined,credit,3000
TXN-00979,4532XXXX5252,CUST-1122,SABB ATM,10995.69,SAR,2025-01-04T09:45:57Z,approved,credit,6011
TXN-00980,4532XXXX6855,CUST-1015,Careem Rides,13175.37,SAR,2025-01-27T07:27:49Z,approved,debit,4121
TXN-00981,4532XXXX1798,CUST-1070,Saudi Airlines,13682.01,SAR,2025-03-11T03:00:25Z,approved,debit,3000
TXN-00982,4532XXXX4002,CUST-1136,Ceer Motors,7710.43,AED,2025-05-29T19:52:50Z,pending,debit,5511
TXN-00983,4532XXXX5932,CUST-1154,Extra Electronics,13087.28,SAR,2025-06-10T13:16:11Z,approved,credit,5732
TXN-00984,4532XXXX3354,CUST-1179,Saudi Airlines,8702.80,SAR,2025-06-09T20:55:30Z,approved,debit,3000
TXN-00985,4532XXXX3671,CUST-1133,Apple Store,7276.06,SAR,2025-03-08T01:58:26Z,approved,debit,5045
TXN-00986,4532XXXX9612,CUST-1040,Al Rajhi ATM,2830.31,SAR,2025-06-24T04:35:14Z,approved,credit,6011
TXN-00987,4532XXXX3150,CUST-1142,SABB ATM,13740.89,SAR,2025-01-23T15:14:07Z,approved,credit,6011
TXN-00988,4532XXXX9570,CUST-1090,Alshaya Group,2089.51,SAR,2025-03-27T19:34:47Z,pending,debit,5311
TXN-00989,4532XXXX3108,CUST-1045,Alshaya Group,12219.54,SAR,2025-02-13T04:15:45Z,declined,debit,5311
TXN-00990,4532XXXX7960,CUST-1177,IKEA Saudi,3151.57,SAR,2025-01-16T06:19:32Z,declined,credit,5712
TXN-00991,4532XXXX1696,CUST-1029,Uber Rides,7266.40,SAR,2025-03-25T17:45:32Z,approved,debit,4121
TXN-00992,4532XXXX5145,CUST-1009,Al Rajhi ATM,7038.89,SAR,2025-06-26T10:03:12Z,approved,debit,6011
TXN-00993,4532XXXX4365,CUST-1078,Jarir Bookstore,11736.65,SAR,2025-06-28T15:58:04Z,approved,debit,5942
TXN-00994,4532XXXX5544,CUST-1048,Danube Online,2187.63,SAR,2025-05-25T21:32:05Z,approved,debit,5411
TXN-00995,4532XXXX4962,CUST-1091,Extra Electronics,11713.13,USD,2025-04-30T00:35:02Z,approved,credit,5732
TXN-00996,4532XXXX4555,CUST-1018,Noon.com,11449.84,USD,2025-04-13T16:34:01Z,declined,debit,5311
TXN-00997,4532XXXX2616,CUST-1073,Extra Electronics,8059.21,AED,2025-05-21T20:22:22Z,approved,credit,5732
TXN-00998,4532XXXX2758,CUST-1182,Talabat Food,8842.76,SAR,2025-03-27T08:59:28Z,approved,debit,5812
TXN-00999,4532XXXX6149,CUST-1098,H&M Saudi,3417.18,SAR,2025-01-22T21:53:52Z,approved,debit,5651
TXN-01000,4532XXXX5723,CUST-1029,Makkah Hotel,11435.29,SAR,2025-05-17T20:17:02Z,approved,credit,7011
TXN-01001,4532XXXX8486,CUST-1011,Al Baik Restaurant,1740.26,SAR,2025-02-25T01:43:30Z,approved,credit,5812
TXN-01002,4532XXXX8011,CUST-1080,Nahdi Pharmacy,6112.20,SAR,2025-06-16T02:17:34Z,approved,debit,5912
TXN-01003,4532XXXX2723,CUST-1122,Saudi Airlines,14980.86,SAR,2025-04-06T11:14:50Z,approved,debit,3000
TXN-01004,4532XXXX2666,CUST-1134,Al Baik Restaurant,5925.20,SAR,2025-05-15T23:06:27Z,pending,debit,5812
TXN-01005,4532XXXX7623,CUST-1017,Saudi Airlines,5082.78,EUR,2025-04-26T12:43:06Z,approved,debit,3000
TXN-01006,4532XXXX5472,CUST-1109,Aramex Shipping,10703.84,SAR,2025-04-23T23:56:14Z,pending,credit,4215
TXN-01007,4532XXXX8938,CUST-1103,Danube Online,9049.47,SAR,2025-03-20T12:50:37Z,approved,debit,5411
TXN-01008,4532XXXX4781,CUST-1038,Nana Grocery,3764.09,SAR,2025-04-07T13:27:49Z,declined,debit,5411
TXN-01009,4532XXXX1438,CUST-1008,Noon.com,12455.54,SAR,2025-04-07T17:28:36Z,approved,debit,5311
TXN-01010,4532XXXX2253,CUST-1155,Mobily Recharge,9331.39,SAR,2025-01-19T16:56:50Z,declined,credit,4814
TXN-01011,4532XXXX9157,CUST-1134,Aramex Shipping,3032.97,SAR,2025-05-09T13:34:41Z,approved,credit,4215
TXN-01012,4532XXXX1289,CUST-1067,Zain Telecom,12895.79,SAR,2025-04-17T03:26:02Z,pending,debit,4814
TXN-01013,4532XXXX8250,CUST-1111,SABB ATM,4721.82,SAR,2025-03-15T01:51:19Z,approved,debit,6011
TXN-01014,4532XXXX3689,CUST-1009,Tamimi Markets,12906.11,SAR,2025-02-28T20:17:24Z,approved,debit,5411
TXN-01015,4532XXXX9037,CUST-1035,Alshaya Group,7314.39,SAR,2025-01-22T05:45:25Z,declined,credit,5311
TXN-01016,4532XXXX3560,CUST-1176,Zain Telecom,7141.29,SAR,2025-06-15T21:33:59Z,approved,debit,4814
TXN-01017,4532XXXX6779,CUST-1101,Flynas Airline,14563.21,SAR,2025-04-30T19:08:50Z,pending,debit,3000
TXN-01018,4532XXXX7003,CUST-1083,Amazon.sa,681.55,SAR,2025-06-12T12:23:45Z,approved,credit,5311
TXN-01019,4532XXXX2594,CUST-1150,STC Pay TopUp,9379.17,SAR,2025-03-15T21:36:01Z,approved,debit,4814
TXN-01020,4532XXXX4844,CUST-1092,Starbucks SA,9920.29,SAR,2025-02-18T01:57:52Z,declined,debit,5814
TXN-01021,4532XXXX2875,CUST-1152,Al Baik Restaurant,987.18,AED,2025-03-01T04:59:42Z,approved,debit,5812
TXN-01022,4532XXXX7921,CUST-1006,Zain Telecom,6916.34,SAR,2025-06-17T15:35:20Z,approved,credit,4814
TXN-01023,4532XXXX6185,CUST-1108,Lulu Hypermarket,7048.15,SAR,2025-01-05T07:37:45Z,approved,credit,5411
TXN-01024,4532XXXX4373,CUST-1100,Mobily Recharge,12125.86,SAR,2025-01-20T10:17:52Z,approved,credit,4814
TXN-01025,4532XXXX4305,CUST-1129,Booking.com,4496.32,SAR,2025-03-26T15:51:57Z,approved,credit,7011
TXN-01026,4532XXXX7586,CUST-1020,Zain Telecom,3981.00,SAR,2025-02-27T17:36:46Z,approved,credit,4814
TXN-01027,4532XXXX6518,CUST-1191,Al Baik Restaurant,8675.01,SAR,2025-04-25T22:17:21Z,approved,debit,5812
TXN-01028,4532XXXX2256,CUST-1146,Makkah Hotel,3150.04,SAR,2025-06-04T12:00:21Z,declined,debit,7011
TXN-01029,4532XXXX7788,CUST-1130,Alshaya Group,8101.51,SAR,2025-02-08T20:25:34Z,approved,debit,5311
TXN-01030,4532XXXX1304,CUST-1160,Al Rajhi ATM,11452.82,SAR,2025-02-05T01:39:39Z,declined,credit,6011
TXN-01031,4532XXXX8656,CUST-1133,Tamimi Markets,3198.23,SAR,2025-06-09T23:41:22Z,approved,credit,5411
TXN-01032,4532XXXX1981,CUST-1137,Riyadh Season,13603.00,USD,2025-04-20T22:17:37Z,approved,debit,7922
TXN-01033,4532XXXX5919,CUST-1094,Nana Grocery,2261.34,SAR,2025-05-14T01:45:37Z,approved,debit,5411
TXN-01034,4532XXXX5702,CUST-1082,Uber Rides,12690.27,SAR,2025-02-21T20:00:22Z,declined,debit,4121
TXN-01035,4532XXXX4144,CUST-1066,HyperPanda,3581.06,SAR,2025-01-30T02:52:29Z,approved,debit,5411
TXN-01036,4532XXXX1606,CUST-1080,Nana Grocery,14869.44,SAR,2025-03-23T22:45:06Z,approved,debit,5411
TXN-01037,4532XXXX3883,CUST-1070,Namshi Fashion,11846.10,SAR,2025-02-23T22:30:40Z,declined,debit,5651
TXN-01038,4532XXXX2375,CUST-1185,Aramex Shipping,834.63,SAR,2025-06-24T02:01:06Z,approved,credit,4215
TXN-01039,4532XXXX2479,CUST-1077,Uber Rides,6108.07,AED,2025-03-12T13:43:34Z,approved,credit,4121
TXN-01040,4532XXXX9551,CUST-1036,Hunger Station,11018.53,SAR,2025-01-24T10:14:07Z,declined,credit,5812
TXN-01041,4532XXXX3003,CUST-1199,Makkah Hotel,13269.05,SAR,2025-02-16T05:31:06Z,pending,debit,7011
TXN-01042,4532XXXX4865,CUST-1085,Whites Pharmacy,12088.59,SAR,2025-05-25T11:06:00Z,approved,debit,5912
TXN-01043,4532XXXX7690,CUST-1037,Noon.com,14549.00,SAR,2025-03-27T08:06:13Z,approved,credit,5311
TXN-01044,4532XXXX6185,CUST-1015,Aramex Shipping,10495.77,SAR,2025-01-22T22:26:16Z,approved,debit,4215
TXN-01045,4532XXXX6947,CUST-1122,Hunger Station,13192.11,EUR,2025-01-29T03:20:12Z,approved,credit,5812
TXN-01046,4532XXXX1570,CUST-1095,Alshaya Group,14502.24,SAR,2025-04-28T15:18:04Z,pending,credit,5311
TXN-01047,4532XXXX6945,CUST-1014,Hunger Station,5773.43,SAR,2025-05-05T01:43:06Z,declined,debit,5812
TXN-01048,4532XXXX7438,CUST-1137,Hunger Station,5830.12,USD,2025-06-26T15:55:28Z,approved,debit,5812
TXN-01049,4532XXXX8190,CUST-1024,Hunger Station,12891.95,SAR,2025-02-01T02:42:46Z,declined,debit,5812
TXN-01050,4532XXXX2312,CUST-1197,Tawuniya Insurance,513.06,SAR,2025-06-18T05:55:28Z,pending,credit,6300
TXN-01051,4532XXXX2644,CUST-1121,Starbucks SA,4994.17,AED,2025-03-24T00:22:05Z,approved,credit,5814
TXN-01052,4532XXXX9973,CUST-1067,Al Rajhi ATM,6315.95,SAR,2025-05-22T14:27:55Z,pending,debit,6011
TXN-01053,4532XXXX8264,CUST-1117,STC Pay TopUp,9622.39,SAR,2025-02-05T16:17:19Z,declined,debit,4814
TXN-01054,4532XXXX2347,CUST-1001,Zara SA,4586.69,SAR,2025-04-22T19:27:57Z,approved,debit,5651
TXN-01055,4532XXXX3131,CUST-1064,Makkah Hotel,11515.27,SAR,2025-05-07T01:24:02Z,approved,credit,7011
TXN-01056,4532XXXX5270,CUST-1106,Mobily Recharge,13103.22,SAR,2025-01-26T22:12:02Z,approved,credit,4814
TXN-01057,4532XXXX7022,CUST-1152,Mobily Recharge,2983.96,SAR,2025-03-22T11:41:36Z,approved,debit,4814
TXN-01058,4532XXXX4747,CUST-1097,Shein SA,14221.90,SAR,2025-06-29T06:00:55Z,approved,debit,5311
TXN-01059,4532XXXX8027,CUST-1051,Flynas Airline,2535.50,SAR,2025-03-19T20:57:29Z,approved,debit,3000
TXN-01060,4532XXXX2922,CUST-1039,Al Baik Restaurant,2555.99,EUR,2025-04-21T03:32:36Z,approved,credit,5812
TXN-01061,4532XXXX9096,CUST-1135,H&M Saudi,13924.63,SAR,2025-06-10T15:17:56Z,approved,debit,5651
TXN-01062,4532XXXX5361,CUST-1183,Spotify,12929.74,SAR,2025-06-01T20:57:08Z,approved,credit,4899
TXN-01063,4532XXXX4531,CUST-1127,Shell Petrol,12845.78,SAR,2025-04-27T12:35:18Z,approved,credit,5541
TXN-01064,4532XXXX1471,CUST-1174,Netflix,6130.82,SAR,2025-01-29T08:08:34Z,approved,debit,4899
TXN-01065,4532XXXX8506,CUST-1061,Riyadh Season,3728.53,SAR,2025-04-24T04:31:30Z,approved,debit,7922
TXN-01066,4532XXXX4476,CUST-1121,Namshi Fashion,14616.12,USD,2025-03-19T04:44:21Z,declined,debit,5651
TXN-01067,4532XXXX1962,CUST-1182,H&M Saudi,3847.10,SAR,2025-01-19T12:02:03Z,approved,debit,5651
TXN-01068,4532XXXX1745,CUST-1061,Talabat Food,14951.11,AED,2025-05-11T06:06:54Z,approved,debit,5812
TXN-01069,4532XXXX7076,CUST-1130,Riyadh Season,14662.97,SAR,2025-05-11T08:18:27Z,approved,credit,7922
TXN-01070,4532XXXX6557,CUST-1011,Whites Pharmacy,2552.15,SAR,2025-04-06T16:48:00Z,approved,debit,5912
TXN-01071,4532XXXX2914,CUST-1023,Mobily Recharge,6496.78,SAR,2025-02-20T13:34:47Z,approved,debit,4814
TXN-01072,4532XXXX6907,CUST-1033,Aramex Shipping,12522.89,USD,2025-05-26T05:06:34Z,approved,debit,4215
TXN-01073,4532XXXX6128,CUST-1068,Riyadh Season,13901.12,USD,2025-04-11T09:16:02Z,approved,debit,7922
TXN-01074,4532XXXX8208,CUST-1081,Aramex Shipping,2273.21,SAR,2025-06-15T15:25:29Z,approved,debit,4215
TXN-01075,4532XXXX3679,CUST-1039,Amazon.sa,542.75,SAR,2025-02-20T12:43:53Z,declined,debit,5311
TXN-01076,4532XXXX8233,CUST-1112,SABB ATM,13908.46,GBP,2025-01-08T22:06:11Z,approved,credit,6011
TXN-01077,4532XXXX3425,CUST-1144,Aramex Shipping,1691.80,SAR,2025-05-20T18:20:35Z,approved,debit,4215
TXN-01078,4532XXXX9335,CUST-1024,Spotify,2713.92,USD,2025-02-02T16:18:41Z,approved,credit,4899
TXN-01079,4532XXXX9618,CUST-1170,Whites Pharmacy,14970.08,SAR,2025-01-01T19:13:38Z,pending,credit,5912
TXN-01080,4532XXXX2545,CUST-1047,Starbucks SA,3696.13,AED,2025-04-07T17:21:52Z,approved,debit,5814
TXN-01081,4532XXXX6300,CUST-1073,SABB ATM,8857.13,SAR,2025-01-21T14:19:17Z,approved,debit,6011
TXN-01082,4532XXXX5412,CUST-1021,Nana Grocery,9894.79,USD,2025-03-30T04:03:07Z,approved,credit,5411
TXN-01083,4532XXXX6323,CUST-1002,Booking.com,9844.31,EUR,2025-03-29T23:36:30Z,pending,credit,7011
TXN-01084,4532XXXX5635,CUST-1146,Namshi Fashion,734.99,SAR,2025-05-05T23:35:54Z,approved,debit,5651
TXN-01085,4532XXXX7534,CUST-1191,Uber Rides,9036.36,SAR,2025-01-18T23:19:08Z,approved,debit,4121
TXN-01086,4532XXXX7365,CUST-1062,Zara SA,12785.93,SAR,2025-02-01T15:21:31Z,pending,debit,5651
TXN-01087,4532XXXX5891,CUST-1073,Tawuniya Insurance,9812.69,SAR,2025-01-24T10:02:45Z,approved,debit,6300
TXN-01088,4532XXXX2574,CUST-1189,Alshaya Group,9054.69,AED,2025-03-11T17:16:03Z,approved,credit,5311
TXN-01089,4532XXXX7931,CUST-1052,Aramex Shipping,5824.40,SAR,2025-02-22T03:12:16Z,approved,credit,4215
TXN-01090,4532XXXX2522,CUST-1109,Saudi Airlines,6514.42,SAR,2025-03-24T17:23:00Z,approved,credit,3000
TXN-01091,4532XXXX3540,CUST-1088,Nana Grocery,9715.92,SAR,2025-05-19T13:46:56Z,approved,credit,5411
TXN-01092,4532XXXX2297,CUST-1162,Tawuniya Insurance,4364.09,SAR,2025-03-26T22:13:28Z,approved,debit,6300
TXN-01093,4532XXXX9570,CUST-1039,Namshi Fashion,4509.63,SAR,2025-02-18T06:48:33Z,approved,debit,5651
TXN-01094,4532XXXX2763,CUST-1146,Amazon.sa,13759.94,SAR,2025-04-10T16:41:06Z,approved,debit,5311
TXN-01095,4532XXXX5151,CUST-1106,Noon.com,10806.05,SAR,2025-06-07T20:02:16Z,approved,debit,5311
TXN-01096,4532XXXX8583,CUST-1150,Al Baik Restaurant,248.95,SAR,2025-05-24T19:03:19Z,approved,debit,5812
TXN-01097,4532XXXX6143,CUST-1101,Panda Supermarket,13151.95,SAR,2025-02-27T19:08:16Z,approved,credit,5411
TXN-01098,4532XXXX4066,CUST-1117,Nahdi Pharmacy,3979.79,SAR,2025-06-28T06:42:42Z,approved,debit,5912
TXN-01099,4532XXXX9755,CUST-1021,HyperPanda,10102.76,SAR,2025-03-26T05:38:58Z,approved,debit,5411
